CHNG4811,Thesis A,"The ability to plan, systematically conduct and report on a major project, involving both research and design, is an important skill for professional engineers. The final year thesis units (Thesis A and Thesis B) aim to provide students with the opportunity to carry out a defined piece of independent research and design that fosters the development of engineering skills. These skills include: the capacity to define a problem; carry out systematic research in exploring how it relates to existing knowledge; identifying the tools needed to address the problem; designing a solution, product or prototype; analysing the results obtained; and presenting the outcomes in a report that is clear, coherent and logically structured. The thesis is undertaken across two semesters of enrolment. Taken together, the Thesis A covers initial research into the background of the problem being considered (formulated as a literature review), development of a detailed proposal incorporating project objectives, planning, and risk assessment, preliminary design, modelling and/or experimental work, followed by the detailed work in designing a solution, performing experiments, evaluating outcomes, analysing results, and writing up and presenting the outcomes. The final grade is based on the work done in both Thesis A and B, and will be awarded upon successful completion of Thesis B. While recognising that some projects can be interdisciplinary in nature, it is the normal expectation that the students would do the project in their chosen area of specialisation. For student who are completing a Major within their BE degree, the thesis topic must be within the area of the Major. The theses to be undertaken by students will very often be related to some aspect of a staff member&apos;s research interests. Some projects will be experimental in nature, others may involve computer-based simulation and analysis, feasibility studies or the design, construction and testing of equipment. All however will require students to undertake research and design relevant to the topic of their thesis. The direction of thesis work may be determined by the supervisor or be of an original nature, but in either case the student is responsible for the execution of the practical work and the general layout and content of the thesis itself. The thesis must be the student&apos;s individual work although it may be conducted as a component of a wider group project. Students undertaking research on this basis will need to take care in ensuring the quality of their own research and design work and their individual final thesis submission. The thesis will be judged on the extent and quality of the student&apos;s original work and particularly how critical, perceptive and constructive they have been in assessing their work and that of others. Students will also be required to present the results of their thesis to their peers and supervisors as part of a seminar program. Whilst thesis topics will be constrained by the available time and resources, the aim is to contribute to the creation of new engineering knowledge, techniques and/or solutions. Students should explore topics that arouse intellectual curiosity and represent an appropriate range and diversity of technical and conceptual research and design challenges.    Classes<br>    Meetings, Project Work - own time    Assessment<br>    Through semester assessment (100%)    Additional information<br>    This unit is available to only those students who have gained an entry to the Honours degree. School permission required for enrolment in semester 2.    Assumed knowledge<br>    CHNG3801 AND CHNG3802 AND CHNG3803 AND CHNG3805 AND CHNG3806 AND CHNG3807. Enrolment in this unit of study assumes that all core 3000 level chemical engineering units have been successfully completed.	                                        	                                                        Pre-requisites            CHNG3801 AND CHNG3802 AND CHNG3803 AND CHNG3805 AND CHNG3806 AND CHNG3807.                        Prohibitions            CHNG4813 OR CHNG4814 OR CHNG4203                                        "
CHNG4812,Thesis B,"The ability to plan, systematically conduct and report on a major project, involving both research and design, is an important skill for professional engineers. The final year thesis units (Thesis A and Thesis B) aim to provide students with the opportunity to carry out a defined piece of independent research and design that fosters the development of engineering skills. These skills include: the capacity to define a problem; carry out systematic research in exploring how it relates to existing knowledge; identifying the tools needed to address the problem; designing a solution, product or prototype; analysing the results obtained; and presenting the outcomes in a report that is clear, coherent and logically structured. The thesis is undertaken across two semesters of enrolment. Taken together, the Thesis A covers initial research into the background of the problem being considered (formulated as a literature review), development of a detailed proposal incorporating project objectives, planning, and risk assessment, preliminary design, modelling and/or experimental work, followed by the detailed work in designing a solution, performing experiments, evaluating outcomes, analysing results, and writing up and presenting the outcomes. The final grade is based on the work done in both Thesis A and B, and will be awarded upon successful completion of Thesis B. While recognising that some projects can be interdisciplinary in nature, it is the normal expectation that the students would do the project in their chosen area of specialisation. For student who are completing a Major within their BE degree, the thesis topic must be within the area of the Major. The theses to be undertaken by students will very often be related to some aspect of a staff member&apos;s research interests. Some projects will be experimental in nature, others may involve computer-based simulation and analysis, feasibility studies or the design, construction and testing of equipment. All however will require students to undertake research and design relevant to the topic of their thesis. The direction of thesis work may be determined by the supervisor or be of an original nature, but in either case the student is responsible for the execution of the practical work and the general layout and content of the thesis itself. The thesis must be the student&apos;s individual work although it may be conducted as a component of a wider group project. Students undertaking research on this basis will need to take care in ensuring the quality of their own research and design work and their individual final thesis submission. The thesis will be judged on the extent and quality of the student&apos;s original work and particularly how critical, perceptive and constructive they have been in assessing their work and that of others. Students will also be required to present the results of their thesis to their peers and supervisors as part of a seminar program. Whilst thesis topics will be constrained by the available time and resources, the aim is to contribute to the creation of new engineering knowledge, techniques and/or solutions. Students should explore topics that arouse intellectual curiosity and represent an appropriate range and diversity of technical and conceptual research and design challenges.    Classes<br>    Meetings, Project Work - own time    Assessment<br>    Through semester assessment (100%)    Additional information<br>    This unit is available to only those students who have gained an entry to the Honours degree. School permission required for enrolment in semester 1.    Assumed knowledge<br>    CHNG3801 AND CHNG3802 AND CHNG3803 AND CHNG3805 AND CHNG3806 AND CHNG3807. Enrolment in this unit of study assumes that Honours Thesis A and all (six) core chemical engineering units of study in third year have been successfully completed	                                        	                                                            Co-requisites            CHNG4811                    Prohibitions            CHNG4813 OR CHNG4814 OR CHNG4203                                        "
CHNG4813,Engineering Project A,"The ability to plan, systematically conduct and report on a major research project is an important skill for professional engineers. This unit of study builds on technical competencies introduced in previous years, as well as making use of the report writing and communications skills the students have developed. The research activity is spread over two units (Chemical Engineering Project A and B) run in first and second semester. In this unit of study, students are required to plan and begin work on a major research project, which is very often some aspect of a staff member&apos;s research interests. Some of the projects will be experimental in nature, while others may involve computer-based simulation, design or literature surveys. In this unit, students will learn how to examine published and experimental data, set objectives, organize a program of work and devise an experimental or developmental program. The progress at the end of Engineering Project A will be evaluated based on a seminar presentation and a progress report. The skills acquired will be invaluable to students undertaking engineering work. Students are expected to take the initiative when pursuing their research projects. The supervisor will be available for discussion - typically 1 hour per week.    Classes<br>    Meetings, Project Work - own time    Assessment<br>    Through semester assessment (100%)    Additional information<br>    School permission required for enrolment in semester 2.    Assumed knowledge<br>    Enrolment in this unit of study assumes that all (six) 3000 level core chemical engineering UoS have been successfully completed.	                                        	                                                        Pre-requisites            CHNG3801 AND CHNG3802 AND CHNG3803 AND CHNG3805 AND CHNG3806 AND CHNG3807                        Prohibitions            CHNG4811 or CHNG4812                                        "
CHNG4814,Engineering Project B,"The ability to plan, systematically conduct and report on a major research project is an important skill for professional engineers. This unit of study builds on technical competencies introduced in previous years, as well as making use of the report writing and communications skills the students have developed. The research activity is spread over two units (Chemical Engineering Project A and B) run in first and second semester. In this unit of study, the primary emphasis is on the execution of a comprehensive and systemic series of investigations, and the reporting of the study in a major thesis document and an oral presentation. Students will acquire skills in developing a plan for a series of studies to illuminate an area of research, in evaluating alternatives at the conceptual level with a view to creating a &apos;short-list&apos; worthy of more detailed technical investigation, and in searching the literature for guidance of the studies. Further, communication skills will be developed, such as the ability to clearly present the background and results in a written format and in an oral presentation to a general engineering audience. Students are expected to take the initiative when pursuing their research projects. The supervisor will be available for discussion- typically 1 hour per week.    Classes<br>    Meetings, Project Work - own time    Assessment<br>    Through semester assessment (100%)    Additional information<br>    School permission required for enrolment in semester 1.    Assumed knowledge<br>    Enrolment in this unit of study assumes that all (six) 3000 level core chemical engineering UoS have been successfully completed.	                                        	                                                        Pre-requisites            CHNG3801 AND CHNG3802 AND CHNG3803 AND CHNG3805 AND CHNG3806 AND CHNG3807.                    Co-requisites            CHNG4813                    Prohibitions            CHNG4811 OR CHNG4812                                        "
CHNG5001,Process Systems Engineering,"Whatever its purpose, any process requires some level of process monitoring and control to allow it to operate satisfactorily. Once a process is under control, the option exists to further improve performance via the implementation of some level of optimisation. This unit will develop skills in integrating process modelling, simulation, design, optimisation and control concepts. The aims of this unit are (i) to demonstrate that modelling, process control and optimisation are integral concepts in the overall consideration of industrial plants, (ii) to demonstrate that a unified approach allows a diversity of application fields to be readily handled, and (iii) to allow each student to achieve and demonstrate acceptable competency over the unit material through a range of individual and group-based activities.    Classes<br>    Lectures, Project Work - in class, Project Work - own time    Assessment<br>    Through semester assessment (100%)    Additional information<br>    This unit of study is for Masters students and can be selected as an elective by 4th year students.    Assumed knowledge<br>    1000 level physics and mathematics (differential equations). Use of mathematical and/or computer-based modelling tools and techniques. Feedback control concepts and principles as taught in CHNG3802/CHNG9302 or similar courses. Students who are unsure about meeting these requirements should contact the unit coordinator for advice.	                                        	        "
CHNG5003,Green Engineering,"Green engineering, eco-technology and sustainable technology are all interchangeable terms for the design of products and processes that maximise resource and energy efficiency, minimise (or preferably eliminate) waste and cause no harm to the environment. In modern society, engineers equipped with the skills to develop sustainable technologies are tremendously valuable. This unit of study will examine cutting edge examples of sustainable technologies across a broad range of applications relevant to chemical and biomolecular engineering. The delivery of teaching and learning material will be exclusively in project mode. Students will be expected to critically analyse modern engineering processes and improve them, from the ground up if necessary, so that they satisfy the criteria of eco-design. At the completion of this unit of study students should have developed an appreciation of the underlying principles of green engineering and be able to demonstrate they can apply these skills to new and novel situations. Students are expected to develop an integrated suite of problem-solving skills needed to successfully handle novel (and previously unseen) engineering situations, coupled with an ability to independently research new areas and be critical of what is found, and an ability to cope with experimental data, change and uncertainty through critical thinking.    Classes<br>    Meetings, Lectures    Assessment<br>    Through semester assessment (100%)    Assumed knowledge<br>    CHNG3801 AND CHNG3802 AND CHNG3803 AND CHNG3805 AND CHNG3806 AND CHNG3807. All core 3000 level chemical engineering units of study.	                                        	        "
CHNG5004,Particles and Surfaces,"Particles and Surfaces: Mineral Processing. Aims and Objectives: Solid-solid and solid-liquid interactions are an important aspect in mineral processing. The aim of any mineral processing operation is the efficient extraction of the valuable metals or minerals (concentrate) from the waste materials in the ore (gangue). The goal of this course is to understand the various key steps and the corresponding principles required to achieve metal extraction from the ores.Syllabus summary: This course will elucidate the principles in size reduction or comminution of the ore in liberating the valuable minerals, examine the microscopic details of solid-liquid, solid-gas and solid-solid interactions in mineral processing and their roles in macroscopic phenomena such as adhesion, wetting, adsorption, and mineral reactions such as reduction roasting and leaching. The general understanding of these factors will allow manipulation and improvement of performance in mineral beneficiation, dewatering of mineral slurries and extractive metallurgy.By the end of this course students should develop a proficiency in characterisation of physical, surface and chemical properties of solids and metal aqueous streams; devising strategies to achieve extraction process objectives, within the constraints imposed by social, economic and physical environments, developing management strategies for treating liquid and solid effluents and becoming familiar with computer software packages in modelling aqueous and solid systems. This unit is an advanced Chemical Engineering elective.    Classes<br>    Lectures, Tutorials    Assessment<br>    Through semester assessment (45%) and Final Exam (55%)    Assumed knowledge<br>    Enrolment in this unit of study assumes that all 3000 level core chemical engineering units have been successfully completed.	                                        	        "
CHNG5005,Wastewater Engineering,"Key learning objectives are to provide students with an overview of wastewater treatment and the range of technologies currently used. The key issues considered are: wastewater characterisation; the cost of wastewater treatment and disposal; the (Australian) regulatory framework; primary, secondary and tertiary treatment options; solids management and water reuse; pro-cess integration; an introduction to process simulation.    Classes<br>    Lectures, Tutorials, Group assignment    Assessment<br>    Through semester assessment (70%) and Final Exam (30%)    Assumed knowledge<br>    Enrolment in this unit assumes that the student&#xA0; has successfully completed CHNG1103 (Mass and Energy Balances), CHNG2801 (Fluid Mechanics), CHNG2802 (Applied Mathematics), CHNG3803 (Chemical and Biological Process Design), CHNG3804 (Biochemical Engineering) and CHNG3805 (Particle Mechanics) or equivalent.	                                        	        "
CHNG5006,Advanced Wastewater Engineering,"This unit of study addresses inter-related issues relevant to wastewater treatment including: the diverse nature of wastewater and its characteristics; an overview of conventional wastewater treatment options; the use of commercial software in designing and evaluating a range of advanced wastewater treatment options including biological nutrient removal; the potential role of constructed wetlands in domestic and industrial wastewater treatment; wastewater management in the food processing, resources, and coal seam gas production industries; researching advanced wastewater treatment options.    Classes<br>    Lectures, Tutorials, Laboratories    Assessment<br>    Through semester assessment (60%) and Final Exam (40%)    Assumed knowledge<br>    CHNG5005 OR CHNG3804.	                                        	        "
CHNG5008,Nanotechnology in Chemical Engineering,"This course will give students insights into advanced concepts in Chemical and Biomolecular Engineering, which are essential for the design of efficient processes and green products for the sustainable development and minimise or preferably eliminate waste for a clean world. This unit of study will examine cutting edge examples of nano-technology, renewable energy, bio-technology, and other advanced technologies across a broad range of applications relevant to chemical and biomolecular engineering. At the completion of this unit of study students should have developed an appreciation of the underlying concepts and be able to demonstrate they can apply these skills to new and novel situations. Students are expected to develop an integrated suite of problem-solving skills needed to successfully handle novel (and previously unseen) engineering situations, coupled with an ability to independently research new areas and be critical of what is found, and an ability to cope with experimental data, change and uncertainty through critical thinking.    Classes<br>    Project Work - own time, Lectures    Assessment<br>    Through semester assessment (100%)    Additional information<br>    Note: School permission required for enrollment.    Assumed knowledge<br>    12cp CHEM2xxx	                                        	        "
CHNG5020,Capstone Project A,"The capstone project requires the student to plan and execute a substantial research-based project, using their technical and communication skills to design, evaluate, implement, analyse and theorise about developments that contribute to professional practice thus demonstrating the achievement of AQF Level 9. The ability to plan, systematically conduct and report on a major research project is an important skill for professional engineers. This unit of study builds on technical competencies introduced in previous years, as well as making use of the report writing and communications skills the students have developed. The research activity is spread over two units (Minimum 12 A and B) run over two semesters. In this unit of study, students are required to plan and begin work on a major research project, which is very often some aspect of a staff member&apos;s research interests. Some of the projects will be experimental in nature, while others may involve computer-based simulation, design or literature surveys. In this unit, students will learn how to examine published and experimental data, set objectives, organize a program of work and devise an experimental or developmental program. The progress at the end of Project A will be evaluated based on a seminar presentation and a progress report. The skills acquired will be invaluable to students undertaking engineering work. Students are expected to take the initiative when pursuing their research projects. The supervisor will be available for discussion- typically 1 hour per week. A thesis at this level will represent a contribution to professional practice or research, however the timeframe available for the thesis also needs to considered when developing project scopes. Indeed, a key aim of the thesis is to specify a research topic that arouses sufficient intellectual curiosity, and presents an appropriate range and diversity of technical and conceptual challenges, while remaining manageable and allowing achievable outcomes within the time and resources available. It is important that the topic be of sufficient scope and complexity to allow a student to learn their craft and demonstrate their research skills. Equally imperative is that the task not be so demanding as to elude completion. Finally the ability to plan such a project to achieve results within constraints and the identification of promising areas and approaches for future research is a key assessment criterion.    Classes<br>    Meetings, Project Work - own time    Assessment<br>    Through semester assessment (100%)    Assumed knowledge<br>    (CHNG9301 OR CHNG5801) AND (CHNG9302 OR CHNG5802) AND (CHNG9303 OR CHNG5803) AND (CHNG9305 OR CHNG5805) AND (CHNG9306 OR CHNG5806).	                                        	                                                        Pre-requisites            96 credit points from the MPE degree program (incuding any credit for prior study) or 24 credit points from the ME degree program (incuding any credit for prior study)                        Prohibitions            CHNG5222 OR CHNG5223 OR CHNG5205                                        "
CHNG5021,Capstone Project B,"The capstone project requires the student to plan and execute a substantial research-based project, using their technical and communication skills to design, evaluate, implement, analyse and theorise about developments that contribute to professional practice thus demonstrating the achievement of AQF Level 9. The ability to plan, systematically conduct and report on a major research project is an important skill for professional engineers. This unit of study builds on technical competencies introduced in previous years, as well as making use of the report writing and communications skills the students have developed. The research activity is spread over two units (Minimum 12 A and B) run over two semesters. In this unit of study, students are required to plan and begin work on a major research project, which is very often some aspect of a staff member&apos;s research interests. Some of the projects will be experimental in nature, while others may involve computer-based simulation, design or literature surveys. In this unit, students will learn how to examine published and experimental data, set objectives, organize a program of work and devise an experimental or developmental program. The progress at the end of Project A will be evaluated based on a seminar presentation and a progress report. The skills acquired will be invaluable to students undertaking engineering work. Students are expected to take the initiative when pursuing their research projects. The supervisor will be available for discussion- typically 1 hour per week. A thesis at this level will represent a contribution to professional practice or research, however the timeframe available for the thesis also needs to considered when developing project scopes. Indeed, a key aim of the thesis is to specify a research topic that arouses sufficient intellectual curiosity, and presents an appropriate range and diversity of technical and conceptual challenges, while remaining manageable and allowing achievable outcomes within the time and resources available. It is important that the topic be of sufficient scope and complexity to allow a student to learn their craft and demonstrate their research skills. Equally imperative is that the task not be so demanding as to elude completion. Finally the ability to plan such a project to achieve results within constraints and the identification of promising areas and approaches for future research is a key assessment criterion.    Classes<br>    Meetings, Project Work - own time    Assessment<br>    Through semester assessment (100%)    Assumed knowledge<br>    Enrolment in this unit of study assumes that Capstone Project A has been successfully completed.	                                        	                                                            Co-requisites            CHNG5020                    Prohibitions            CHNG5022 OR CHNG5222 OR CHNG5223 OR CHNG5205                                        "
CHNG5022,Capstone Project B Extended,"The capstone project requires the student to plan and execute a substantial research-based project, using their technical and communication skills to design, evaluate, implement, analyse and theorise about developments that contribute to professional practice thus demonstrating the achievement of AQF Level 9. The ability to plan, systematically conduct and report on a major research project is an important skill for professional engineers. This unit of study builds on technical competencies introduced in previous years, as well as making use of the report writing and communications skills the students have developed. The research activity is spread over two units (Capstone Project A and B/B extended) run in first and second semester. In this unit of study, students are required to plan and begin work on a major research project, which is very often some aspect of a staff member&apos;s research interests. Some of the projects will be experimental in nature, while others may involve computer-based simulation, design or literature surveys. In this unit, students will learn how to examine published and experimental data, set objectives, organize a program of work and devise an experimental or developmental program. The progress at the end of Capstone Project A will be evaluated based on a seminar presentation and a progress report. The skills acquired will be invaluable to students undertaking engineering work. Students are expected to take the initiative when pursuing their research projects. The supervisor will be available for discussion - typically 1 hour per week. Capstone Project B extended enables the student to undertake a project of greater scope and depth than capstone project B. A thesis at this level will represent a contribution to professional practice or research, however the timeframe available for the thesis also needs to considered when developing project scopes. Indeed, a key aim of the thesis is to specify a research topic that arouses sufficient intellectual curiosity, and presents an appropriate range and diversity of technical and conceptual challenges, while remaining manageable and allowing achievable outcomes within the time and resources available. It is important that the topic be of sufficient scope and complexity to allow a student to learn their craft and demonstrate their research skills. Equally imperative is that the task not be so demanding as to elude completion. Finally the ability to plan such a project to achieve results within constraints and the identification of promising areas and approaches for future research is a key assessment criterion.    Classes<br>    Meetings, Project Work - own time    Assessment<br>    Through semester assessment (100%)    Additional information<br>    Permission required for semester 1 or 2 based on achievement in Capstone Project A and taking other program requirements into consideration.                                        	                                                        Pre-requisites            42 credit points in the Master of Engineering and WAM &gt;70, or 66 credit points in the Master of Professional Engineering and WAM &gt;70 or exemption                    Co-requisites            CHNG5020                    Prohibitions            CHNG5021 OR CHNG5222 OR CHNG5223                                        "
CHNG5112,Foundation of Chemical Engineering Design A,No official course description found
CHNG5116,Foundation of Chemical Engineering Design B,No official course description found
CHNG5205,Major Industrial Placement Project,"The purpose of this proposal is to introduce a new subject into the Master of Professional Engineering with specialisation in Chemical and Biomolecular Engineering. The new subject is designed to equip students with practical experience in the area of Chemical and Biomolecular Engineering. Industrial project placement will clearly cover and widen the practical nature of curriculum base studies. This unit of study will give students a rich experience for undertaking a major project in an industrial environment and developing skills in the preparation and presentation of technical reports. The project is performed under industry supervision supported by School staff and extends over one semester. The students will be engaged full time on the project at the industrial site. Students will be placed with industries, such as mining, oil and gas processing, plastic and paint manufacturing, food production, wastewater and water treatment. The students will learn essential engineering skills, such as how to examine published and experimental data, set objectives, project management, and analysis of results and assess these with theory and existing knowledge.    Classes<br>    Professional Placement    Assessment<br>    Through semester assessment (100%)    Additional information<br>    Enrolment by permission only. The students enrolled in this subject should have completed the first year Master of Professional Engineering with specialisation in Chemical and Biomolecular Engineering and a minimum credit average. The candidate will be selected by interview and at the discretion of the Head of School.Students enrolled in this subject are exempted from completing Chemical Engineering Design A (CHNG9402), Capstone Project A and B (CHNG5020 and CHNG5021) and one of the electives from the Specialist Units of Study that students are expected to take in the first semester of the second year. This exemption is granted because students are exposed to the core aspects of these courses through practical exercises undertaken during the MIPPS placement. While undertaking MIPPS, students have a unique opportunity to see and experience the industrial environment around them, in a manner which is not available at University.MIPPS students are required to enroll in Chemical Engineering Design B (CHNG9406) in the following semester.                                        	                                                        Pre-requisites            Passed at least 48 credit points in Master of professional engineering with adequate foundation knowledge in discipline. Students wishing to do this unit of study should contact the Head of School prior to enrolment.                        Prohibitions            CHNG5020 OR CHNG5021 OR ENGG5217 OR CHNG9402 OR CHNG5112                                        "
CHNG5222,Dissertation A,"To complete a substantial research project and successfully analyse a problem, devise appropriate experiments, analyse the results and produce a well-argued, in-depth thesis.    Assessment<br>    Through semester assessment (100%)    Additional information<br>    In order to enrol in a project, students must first secure an academic supervisor in an area that they are interested. The topic of your project must be determined in discussion with the supervisor. The supervisor can come from any of the Engineering Departments, however, they need to send confirmation of their supervision approval to the Postgraduate Administrator.                                        	                                                                Prohibitions            ENGG5220 OR ENGG5221 OR CHNG5020 OR CHNG5021 OR CHNG5022                                        "
CHNG5223,Dissertation B,"To complete a substantial research project and successfully analyse a problem, devise appropriate experiments, analyse the results and produce a well-argued, in-depth thesis.    Assessment<br>    Through semester assessment (100%)    Additional information<br>    In order to enrol in a project, students must first secure an academic supervisor in an area that they are interested. The topic of your project must be determined in discussion with the supervisor. The supervisor can come from any of the Engineering Departments, however, they need to send confirmation of their supervision approval to the Postgraduate Administrator.                                        	                                                            Co-requisites            CHNG5222                    Prohibitions            ENGG5220 OR ENGG5221 OR CHNG5020 OR CHNG5021 OR CHNG5022                                        "
CHNG5601,Membrane Science,"&quot;Membrane Science&quot; provides background in the physics and electrochemistry of a variety of synthetic membranes used in industry as well as cellular membranes. The course aims to develop students&apos; understanding of: - membrane self-assembly and manufacture;- membrane separation processes such as filtration, desalination, ion exchange and water-splitting;- and techniques for membrane characterisation and monitoring.    Classes<br>    Lectures    Assessment<br>    Through semester assessment (100%)                                        	        "
CHNG5602,Cellular Biophysics [not offered in 2018],"Students will be given a good background in the physics of biological processes. Students will understand the differences between thermodynamically closed and open systems and its relevance to cells and other biological systems. Students will be provided with an introduction to the thermodynamics of irreversible and evolutionary processes of relevance to biology. Students will be introduced to the statistical mechanics of self assembly and equilibrium structures and its relevance to biology at the molecular level.    Classes<br>    Lectures    Assessment<br>    Through semester assessment (100%)                                        	        "
CHNG5603,Advanced Process Modelling & Simulation,"This course will give students an insight into the use of (computer-based) statistical techniques in extracting information from experimental data obtained from real life bio-physical systems. The issues and techniques required for mathematical modeling as well as monitoring and/or control scheme for bio-physical systems will be discussed and implemented in diverse range of bioprocesses, including biomaterials and fermentation products. We will review statistical distribution; tests based on z, t, F variables; calculation of confidence intervals; hypothesis testing; linear and nonlinear regression; analysis of variance; principal component analysis; and use of computer-based statistical tools. The issues associated with dynamic response of bio-physical processes; inferred or estimated variables; control system design and implementation; introduction to model-based control; use of computer-based control system design and analysis tools will be elaborated. When this course is successfully completed you will acquire knowledge to choose the appropriate statistical techniques within a computer based environment, such as Excel or MATLAB, for a given situation. The students will also obtain potential for monitoring/control scheme based on the key dynamic features of the process. Such information would be beneficial for any future career in Bio-manufacturing companies. Students are encouraged to promote an interactive environment for exchange of information.    Classes<br>    Lectures, Tutorials, Project Work - own time    Assessment<br>    Through semester assessment (100%)    Additional information<br>    This course is for Master degree students and also is offered as an elective course for fourth year students. Some lectures my be given by a guest lecturer.    Assumed knowledge<br>    It is assumed that students have a general knowledge of: (MATH1001 OR MATH1021) AND (MATH1003 OR MATH1023) AND (CHNG2802 OR MATH2XXX)	                                        	        "
CHNG5604,Advanced Membrane Engineering,"This is a practical unit of study where students apply the theoretical concepts of membrane science to engineering practice via a series of laboratory experiments. The students will gain practical insights into mass transport processes through various membranes. Students will understand the construction and functional properties of synthetic separation membranes and also will explore experimentally the various factors affecting the performance of membranes.    Classes<br>    Lectures, Laboratories    Assessment<br>    Through semester assessment (100%)    Assumed knowledge<br>    CHNG5601	                                        	        "
CHNG5605,Bio-Products: Laboratory to Marketplace,"The objectives of the course are to provide students with an overview of biochemical and pharmaceutical industry. It will give students an insight into drug delivery systems and formulation; how therapeutic drugs work; and a general overview of biochemical and pharmaceutical marketing. The design and management of clinical trials, which are key factors for development of any new therapeutic agent will also be covered in the course. The challenges for commercialisation of innovative methods and/or biochemical and pharmaceutical products and aspects of intellectual property protection will be elaborated. Ultimately the aspects of Good Manufacturing Practice (GMP) and international legislation for marketing pharmaceutical products will be illuminated. Lectures in this course will be delivered by both University of Sydney staff and by a number of visiting professional representatives from industry and government agencies. We will also arrange a site visit for a bio-manufacturing company as warranted. When you successfully complete this course you acquire knowledge about drug formulation, pharmaceutical processing including physical processes, legislation governing the bio-manufacturing and commercialisation of biochemicals and pharmaceuticals. The information would be beneficial for your future career in pharmaceutical manufacturing companies. Students are encouraged to engage in an interactive environment for exchange of information. This course will be assessed by quizzes, assignments, oral presentation and final report. This unit of study is offered as an advanced elective unit of study to final year undergraduate students. Students may be required to attend lectures off-campus.    Classes<br>    Lectures, Project Work - own time    Assessment<br>    Through semester assessment (100%)    Additional information<br>    This course is for Master degree students and also is offered as an elective course for fourth year students.                                        	        "
CHNG5606,Advanced Food Processing,"Working at an advanced level in the food processing industry requires an ability to independently familiarise yourself with new and emerging challenges and technologies, to recognise the potential and limitations of new tools and methods, and to devise innovative solutions. Students in this unit will critically examine a range of issues and technologies in food processing technologies particularly in the areas of energy requirements, product design and process design. New and emerging technologies will be compared with established operating models. The unit will be delivered through seminars and projects in three parts. In the first part, students will evaluate a range of processes based on their energy requirements. In the second part students will investigate particulate food processing and product design. In the third part of the course students will be tasked with devising and justifying their own optimum solution for a selected food processing challenge.    Classes<br>    lectures, tutorials    Assessment<br>    through semester assessment (100%)    Additional information<br>    This unit of study is for Masters students and can be selected as an elective by 4th year students.    Assumed knowledge<br>    CHNG2801 AND CHNG2802 AND CHNG3804 AND CHNG3805 AND AGEN3004	                                        	        "
CHNG5607,Advanced Biochemical Engineering [not offered in 2018],"Working in the 21st century bioeconomy requires advanced knowledge of a range of bioreactors. This course covers the modelling of bioreactors from very large to very small scale systems. The modelling of such systems will include the kinetics, transport phemonema and mixing problems that inevitably arise. Examples will be drawn from bio-commodities, bio-specialty chemicals and bio-pharmaceuticals industries. The course will develop students skills in analysing and designing such bioreactor systems.    Classes<br>    lectures, tutorials    Assessment<br>    through semester assessment (100%)    Additional information<br>    Students who have not completed the units listed as assumed knowledge should consult the coordinator before enrolling in the course.    Assumed knowledge<br>    CHNG2802 AND CHNG2806 AND CHNG3803 AND CHNG3804. Students who have not completed the units listed as assumed knowledge should consult the coordinator before enrolling in the course.	                                        	        "
CHNG5701,Foundation of Conservation and Transport Processes,No official course description found
CHNG5702,Foundations of Applied Mathematics for Chemical Engineers,No official course description found
CHNG5703,Foundations of Energy and Fluid Systems ,No official course description found
CHNG5704,Foundations of Chemical and Biological Systems Behaviour,No official course description found
CHNG5705,Foundations of Industrial Systems and Sustainability,No official course description found
CHNG5706,Foundations of Materials Purification and Recovery ,No official course description found
CHNG5707,Foundations of Material and Energy Transformations,No official course description found
CHNG5801,Foundations of Process Design,No official course description found
CHNG5802,Found. of Control & Reaction Engineering,No official course description found
CHNG5803,Foundations of Chemical and Biological Processes,No official course description found
CHNG5804,Foundations of Biochemical Engineering,No official course description found
CHNG5805,Foundations of Product Formulation and Design,No official course description found
CHNG5806,Foundations of Management of Industrial Systems,No official course description found
